cod_modelo_color,cod_color_code,des_product_type,sex_Female,sex_Male,sex_Unisex,age_Adult,age_Kids,line_HE,line_KIDS,line_SHE,line_VIOLETA,fabric_C-COMPLEMENTOS,fabric_J-JEANS,fabric_K-CIRCULAR,fabric_L-PIEL,fabric_O-POLIPIEL,fabric_P-PLANA,fabric_T-TRICOT
57027883-OR,5,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57019212-30,30,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57039037-95,95,Sweater,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57090025-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57010644-70,70,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
47029028-88,88,Shorts,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57040284-45,45,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57010263-01,1,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57035959-TO,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57050475-01,1,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57040463-52,52,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57002535-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57005970-30,30,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57025798-05,5,Sweatshirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57031179-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57014427-78,78,Totes bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57087706-99,99,Jumpsuit,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57095147-CU,32,Wallet,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57065149-99,99,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57003826-05,5,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57087742-76,76,Nightgown,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57095808-01,1,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57066025-94,94,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57097754-85,85,Keyring,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57088275-92,92,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
43003753-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
43065018-TC,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
43063762-08,8,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
41065822-50,50,Trenchcoat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53050591-GM,99,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53030605-02,2,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53070542-85,85,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53070602-TN,99,Jacket,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53070658-02,2,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51060677-37,37,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53003729-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51060897-TM,52,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51093029-56,56,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53023714-70,70,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51073736-05,5,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53060975-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53051043-07,7,Foulard,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53033771-99,99,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53011121-70,70,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51035029-43,43,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53043053-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53015780-99,99,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53103802-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57055920-78,78,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57017687-11,11,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53005780-15,15,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57017689-43,43,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57087887-70,70,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57007897-02,2,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57097695-70,70,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050004-99,99,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47054030-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47101250-99,99,Leggings,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
47087123-05,5,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47085960-99,99,Belt bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57067702-99,99,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57000244-01,1,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57010257-01,1,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57001503-80,80,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57006719-05,5,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57082885-05,5,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57064016-01,1,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050482-43,43,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57084414-99,99,Bodysuit,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57052003-01,1,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57075982-08,8,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57005992-01,1,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57005805-09,9,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57063813-TM,52,Jacket,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57071177-52,52,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57014431-02,2,Nightgown,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57097725-52,52,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57065149-PL,99,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57089083-99,99,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57085801-70,70,Tights,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57029098-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57067760-92,92,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53050518-99,99,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53060576-92,92,Purse,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51060621-30,30,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51070638-02,2,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53060641-99,99,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53090667-28,28,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53000578-BL,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53030757-02,2,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
43058831-01,1,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53080809-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53050873-TN,99,Skirt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
53023716-49,49,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53070966-94,94,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53043749-04,4,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51005750-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51091106-12,12,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51005040-52,52,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53063792-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53003799-02,2,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57005936-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53103700-TN,99,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57074753-92,92,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57035933-70,70,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57038629-99,99,Shorts,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
57025942-02,2,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57019216-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
67033254-77,77,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47001195-99,99,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47046312-05,5,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47075944-88,88,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47037829-05,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47037834-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47084435-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57072503-02,2,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57062506-77,77,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57010726-36,36,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57000205-TN,99,Shorts,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57065786-05,5,Scarf,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57054009-75,75,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57034415-05,5,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57075788-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57046309-43,43,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57004432-70,70,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57033814-49,49,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57085793-37,37,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57025807-99,99,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57056008-31,31,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57077726-01,1,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57013823-05,5,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57085807-99,99,Cosmetic bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57097728-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57097749-99,99,Totes bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57008277-TO,52,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57047761-99,99,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57068278-05,5,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43080722-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53060518-02,2,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53080584-02,2,Shorts,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53040609-CU,32,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53000626-99,99,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53090679-07,7,Belt,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53050706-81,81,Card holder,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53030819-05,5,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53055717-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
51043736-99,99,Leggings,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53095751-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53003062-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53055781-OR,5,Scarf,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57095938-70,70,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57037702-43,43,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
37095905-56,56,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47037654-99,99,Totes bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47087105-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57010039-85,85,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47065961-05,5,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57030247-01,1,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050312-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57020363-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57042889-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57053802-TN,99,Skirt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57013804-43,43,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57084408-06,6,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57045789-76,76,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57000374-20,20,Shorts,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57025986-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
57055801-37,37,Trousers,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57006013-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57076008-80,80,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57067720-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57068267-99,99,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57056018-01,1,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57067732-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57086024-43,43,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57039111-94,94,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57027759-85,85,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
43039053-02,2,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53070610-08,8,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53060592-12,12,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51013730-56,56,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53083039-06,6,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53010991-37,37,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53093746-TO,52,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53023759-32,32,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51025734-30,30,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53093762-OR,5,Necklace,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53005741-09,9,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53047676-36,36,Parka,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51075762-99,99,Sweatshirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57067878-70,70,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57005654-79,79,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57045924-99,99,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57046704-74,74,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57017687-91,91,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57949208-92,92,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
47095651-02,2,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47033271-TM,52,Jeans,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
47055145-99,99,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57010014-37,37,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47097113-01,1,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57050077-40,40,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57012509-99,99,Sunglasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57023725-09,9,Trenchcoat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57050101-52,52,Trousers,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
57050253-05,5,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57030260-83,83,Case,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57062510-02,2,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47029028-02,2,Shorts,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57010764-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57012002-30,30,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57000422-40,40,Hairclip,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57010898-01,1,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57010450-88,88,Shorts,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57023798-56,56,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57001083-07,7,Dress,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57031170-PL,99,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57075792-01,1,Jumpsuit,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57076308-99,99,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57094032-CU,32,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57004054-PL,99,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57054427-99,99,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57053821-88,88,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57093820-05,5,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57087744-01,1,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57047903-99,99,Shoes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
67010361-PL,99,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57053276-08,8,Poncho,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57073276-20,20,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57009098-91,91,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
43087016-99,99,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43005028-87,87,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53083023-30,30,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
44015036-42,42,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53060602-TO,52,Skirt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
51060638-14,14,Skirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53070640-OR,5,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53010823-20,20,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53080868-50,50,Poloshirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53010924-14,14,Top,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51000943-30,30,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51045734-99,99,Coat,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53025737-02,2,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51045738-99,99,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53065020-09,9,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53083784-02,2,Sweatshirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53095754-02,2,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53005738-99,99,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51075034-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57095902-15,15,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53127741-OR,5,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57017687-99,99,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57045929-92,92,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57014004-28,28,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57009222-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
47040358-OR,5,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47001195-02,2,Shoulder bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47035849-01,1,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
47055863-68,68,Wallet,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57030009-09,9,Sandals,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57040257-02,2,Card holder,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57010750-43,43,Beanie,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57084394-65,65,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57022886-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57025138-06,6,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57055793-56,56,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57095793-99,99,Cardigan,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57004789-99,99,Crossbody bag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57086003-PL,99,Earrings,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57075147-CU,32,Case,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57065808-26,26,Skirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57037741-99,99,Gloves,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57059097-99,99,Blazer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57009098-50,50,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57029112-08,8,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57035152-65,65,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57006033-85,85,Kerchief,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
43005827-05,5,Beanie,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51050592-02,2,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51090613-11,11,Trousers,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53080544-50,50,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51000637-02,2,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53040548-05,5,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53050669-99,99,Glasses,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
53075708-08,8,Jacket,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43007785-05,5,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51093024-99,99,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51053728-56,56,Dress,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53030871-05,5,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53095717-99,99,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
51010936-02,2,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53003723-94,94,Sweater,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
53093739-99,99,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
51085029-02,2,Coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53073708-65,65,Puffer coat,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
53073774-99,99,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51013791-30,30,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
53025778-31,31,Handbag,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57006704-32,32,Ankle Boots,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
57065129-99,99,Top,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57047655-02,2,Shirt,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57045934-01,1,Blouse,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57055935-01,1,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57057692-06,6,T-Shirt,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
